voltage;current
1.2000100200000001;-0.13190996088861281
1.20030992;-0.13157893999101883
1.20140954;-0.12972291089634042
1.20310911;-0.12731599643603245
1.20480873;-0.12395380557025683
1.2065083300000001;-0.12193731811017877
1.2082079000000001;-0.12004564125251173
1.2099071700000001;-0.12020854626654877
1.21160673;-0.11791894246774345
1.2133063000000002;-0.11460053374855882
1.21500593;-0.11053408262255617
1.2167055800000002;-0.10881178167064352
1.2184051200000001;-0.10823632349635029
1.2201047200000001;-0.10720762450965066
1.22180413;-0.10591115491181796
1.22350352;-0.10401094842584287
1.22520312;-0.10207176191971387
1.22690275;-0.09891395385462332
1.22860231;-0.09675595804777724
1.23030191;-0.09326175054230755
1.23200151;-0.08956530980264163
1.23370116;-0.08559288988874302
1.2354007;-0.08308211648310412
1.23709997;-0.08178593266933464
1.23879953;-0.0784297235700648
1.2404991300000001;-0.07441573607048775
1.2421987300000001;-0.07422683934094265
1.24389832;-0.07357003467190112
1.24559789;-0.07129775007303694
1.24729746;-0.06958112738444719
1.2489971400000002;-0.06856901217789832
1.25069629;-0.06527985598423035
1.25239595;-0.0624124898912025
1.25409552;-0.060223325340934435
1.25579508;-0.06073511262687168
1.25749471;-0.056711983051829076
1.25919434;-0.05296372402953147
1.2608939000000001;-0.049791589503111
1.2625935;-0.04852124142840787
1.26429268;-0.04671843445254071
1.26599234;-0.04179615990790563
1.26769193;-0.03991709795277323
1.2693915;-0.03566096812413386
1.2710911;-0.03134547543864553
1.27279066;-0.029356347686955626
1.2744902900000001;-0.02573163790883601
1.27618992;-0.02301861900285415
1.2778893;-0.019908691502976632
1.27958872;-0.017842952646297438
1.28128829;-0.014296280342927006
1.28298788;-0.009131068720741296
1.28468748;-0.0047158987125092994
1.2863871100000002;-0.0018623355107584454
1.28808662;0.0005231720665568902
1.28978627;0.00296707988877796
1.29148551;0.006234109563556923
1.29318511;0.007916088986343836
1.2948847300000002;0.010647954563243148
1.29658427;0.012588471343669265
1.2982838700000001;0.015189705142079743
1.29998349;0.02181955566817228
1.30168306;0.026381921227297867
1.30338269;0.029624899466541416
1.3050821;0.03262707899471234
1.30678149;0.03462300617107307
1.30848106;0.03715677774868535
1.31018066;0.04095653464853634
1.31188028;0.04453907215062992
1.31357988;0.044886701541178256
1.31527948;0.04753810651136535
1.31697907;0.04929707669474411
1.3186787;0.0510554479385176
1.32037791;0.05291950640327035
1.32207753;0.05650308590156137
1.32377704;0.05983141217524729
1.32547667;0.06103563398183423
1.32717627;0.06518609187558162
1.3288758600000001;0.06924117737940903
1.33057552;0.07385346530823111
1.33227491;0.07741424886491623
1.33397429;0.0798314294629648
1.33567386;0.08486385452155888
1.33737349;0.09031595655917506
1.33907308;0.0939103574630371
1.3407726500000001;0.09704065457637642
1.3424722500000001;0.10138576558870388
1.34417184;0.10297061083106275
1.34587141;0.10634106258299662
1.34757068;0.10990695157302108
1.34927025;0.11172316240285515
1.3509698700000001;0.11581173754411189
1.35266947;0.12026391294574933
1.3543690700000002;0.12390779570520938
1.35606863;0.12992014934247312
1.35776823;0.13420946415297633
1.35946786;0.13653808103450177
1.36116707;0.13857277676099122
1.3628666900000002;0.14330032005215923
1.3645662600000001;0.14699319333056018
1.36626586;0.15023276884432424
1.36796545;0.1528812232608705
1.36966508;0.15673911477656566
1.37136465;0.1614030689508915
1.37306427;0.16590954203206754
1.37476348;0.17085737794209443
