voltage;current
1.4931883400000001;31.570116067223942
1.49148896;28.97436010373263
1.48978933;26.575795235713688
1.48808976;24.285394447093022
1.4863902;22.20174806852026
1.4846905700000002;20.255215768795768
1.48299094;18.44820114639725
1.48129138;16.78706768300073
1.47959181;15.251587321103166
1.47789254;13.844061825848717
1.47619297;12.567438520725638
1.47449335;11.407016129343724
1.47279378;10.362352970913806
1.47109421;9.415376888167168
1.46939459;8.57444816479055
1.46769496;7.812069790039535
1.46599539;7.140849751459954
1.46429577;6.541794281959846
1.46259638;6.011793241812189
1.46089693;5.552186173868683
1.4591974200000002;5.1423449478493515
1.45749774;4.783714082989659
1.45579817;4.4695410142826635
1.4540986;4.195651343705292
1.45239898;3.963008443167623
1.45069941;3.768321937349462
1.44899978;3.5681532399558105
1.4473001600000002;3.367478116957569
1.44560095;3.2398672054823687
1.44390138;3.1313187640849445
1.44220176;3.037092654739038
1.4405021900000001;2.9581407174378995
1.43880256;2.8960863062954667
1.437103;2.840937477801727
1.43540337;2.799510989741858
1.4337038;2.7684582266113846
1.4320043500000001;2.749536933336218
1.43030497;2.7367211746200666
1.4286054;2.7263572211417024
1.42690577;2.7262786712377287
1.4252061500000002;2.729475822619253
1.4235065800000002;2.739158769770833
1.42180701;2.751140662344423
1.4201074500000002;2.7702290311702265
1.41840785;2.791263371671104
1.4167082500000001;2.818592940766597
1.4150090100000001;2.84646290738663
1.41330945;2.8750516440131073
1.41160979;2.9055361020814745
1.40991022;2.935556458326735
1.4082106300000001;2.9747382660143593
1.4065110600000001;3.0149296764180753
1.4048114600000001;3.0514050216778004
1.40311181;3.0936978715608534
1.40141224;3.1395864207107964
1.3997127900000002;3.179349232824199
1.39801346;3.2305625530810778
1.39631384;3.285410313527971
1.3946142400000001;3.346339934864845
1.39291464;3.419325945681474
1.39121505;3.5100967538001933
1.38951542;3.624105252523716
1.3878158600000001;3.7691005330450427
1.38611623;3.9504706372346874
1.38441666;4.167889278997206
1.38271739;4.417077873314107
1.38101783;4.678564088917502
1.3793182000000002;4.912243074080483
1.3776186300000002;5.111552680066214
1.37591904;5.261318997016714
1.37421941;5.342316866497326
1.37251987;5.361524809337642
1.3708202200000001;5.336245830850638
1.3691206200000001;5.267058006317928
1.3674212000000001;5.167099342892393
1.3657218100000001;5.044266252823755
1.36402225;4.899867313480706
1.36232262;4.755485974486604
1.36062305;4.603542410588692
1.35892346;4.450182780924226
1.35722389;4.296490730271656
1.35552423;4.1508110328653816
1.35382467;4.009234746335243
1.35212522;3.8774504330815125
1.35042583;3.7461954316334816
1.34872626;3.6234289517398377
1.3470266400000002;3.5018517609343767
1.3453270700000002;3.392993537017055
1.3436274400000001;3.288900443595245
1.34192782;3.1928141909962897
1.34022828;3.0852759094317594
1.33852868;2.9898188033222226
1.3368290900000002;2.9023992754936527
1.33512985;2.8225053338143153
1.3334302500000002;2.747225261229498
1.33173069;2.6730137567487446
1.33003103;2.604306402525484
1.32833146;2.538424685422445
1.32663187;2.478922004735003
1.3249323;2.4220351347358884
1.3232327000000002;2.3716611560143313
1.32153305;2.321947944351386
1.31983387;2.275751595369744
1.31813424;2.2345495232264727
1.31643467;2.191555422558808
1.31473505;2.1505162763359063
1.31303542;2.113603177299336
1.31133585;2.080516991335051
1.30963626;2.0485820361048224
1.30793669;2.0193128506936024
1.30623706;1.9933071006268488
1.30453785;1.9698843779764819
1.3028382600000001;1.9462555405479183
1.3011386600000001;1.9248953786886351
1.2994391200000002;1.9089148500389606
1.2977394100000001;1.8938411745556107
1.29603987;1.8804402043162163
1.29434027;1.8667159480965225
1.29264068;1.8524758172828637
1.2909411100000001;1.8397548896495577
1.2892418700000001;1.8287627079692805
1.28754231;1.8177192685822439
1.28584265;1.812020619263018
1.28414305;1.8077683736602455
1.28244349;1.8054542422791766
1.28074386;1.803062188484053
1.27904429;1.8003032121191418
1.27734467;1.798380723237986
1.2756451;1.796856004138705
1.27394568;1.7986297128555042
1.27224626;1.7991606922175658
1.27054667;1.8007058404434506
1.2688471000000001;1.8053518452318689
1.26714747;1.7894329990492146
1.26544791;1.7929862722455445
1.2637482800000002;1.796654373373786
1.26204868;1.8006995640580123
1.26034909;1.8075490543430641
1.25864949;1.8150246203446423
1.25695028;1.8252964898226856
1.25525071;1.8002947020636126
1.25355109;1.8077615003984444
1.2518514600000001;1.8150221795948407
1.2501518900000002;1.820866679521581
1.2484523;1.8254062292274693
1.2467527;1.8331907179898415
1.24505307;1.8379313223648535
1.24335351;1.844211893172747
1.2416540600000001;1.8503048759180984
1.23995467;1.8582260517534495
1.23825508;1.8689718504016044
1.23655548;1.8803767076909816
1.23485594;1.8941019083982724
1.23315632;1.911221481705937
1.2314567200000002;1.9299171824188632
1.22975712;1.9504348032763636
1.22805753;1.9754149983862102
1.22635811;2.0009759159584233
1.22465872;2.030793399618529
1.22295912;2.0658456834996883
1.22125953;2.107133331381908
1.2195599000000001;2.152236802138075
1.2178603300000002;2.206542246997805
1.21616068;2.2674039340159373
1.21446111;2.335464740610878
1.21276151;2.4104443232219532
1.21106216;2.5036797755283877
1.20936268;2.6140334365354208
